,team_abbr,score,h/a,opp,game_won,game_lost,assist_percentage,assists,block_percentage,blocks,defensive_rating,defensive_rebound_percentage,defensive_rebounds,effective_field_goal_percentage,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_percentage,free_throws,personal_fouls,steal_percentage,steals,three_point_attempt_rate,three_point_field_goal_percentage,three_point_field_goals,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_field_goal_percentage,two_point_field_goals,opp_defensive_rebounds,opp_effective_field_goal_percentage,opp_field_goal_percentage,opp_field_goals,opp_personal_fouls,opp_three_point_field_goal_percentage,opp_three_point_field_goals,opp_total_rebounds,opp_true_shooting_percentage,opp_two_point_field_goal_percentage,opp_two_point_field_goals,date
461,BOS,141,h,CLE,1,0,50.0,26,15.4,8,99.4,79.2,42,0.634,0.5589999999999999,52,0.29,0.852,23,23,13.5,14,0.301,0.5,14,61.8,55,0.672,12.5,15,0.585,38,23,0.45899999999999996,0.4,34,23,0.303,10,34,0.515,0.462,24,2021-01-24 19:00:00
462,TOR,107,a,IND,1,0,64.9,24,16.7,8,101.6,73.3,33,0.494,0.41100000000000003,37,0.289,0.6920000000000001,18,18,11.9,12,0.389,0.429,15,48.9,45,0.527,13.6,16,0.4,22,35,0.47700000000000004,0.402,35,23,0.33299999999999996,13,47,0.528,0.45799999999999996,22,2021-01-24 13:00:00
463,IND,102,h,TOR,0,1,65.7,23,14.5,8,106.5,74.5,35,0.47700000000000004,0.402,35,0.253,0.8640000000000001,19,23,10.0,10,0.44799999999999995,0.33299999999999996,13,51.1,47,0.528,15.7,18,0.45799999999999996,22,33,0.494,0.41100000000000003,37,18,0.429,15,45,0.527,0.4,22,2021-01-24 13:00:00
464,OKC,100,a,LAC,0,1,52.4,22,4.3,2,110.1,83.0,39,0.479,0.442,42,0.147,0.643,9,19,7.1,7,0.368,0.2,7,52.6,51,0.494,9.0,10,0.583,35,38,0.522,0.446,41,10,0.304,14,46,0.545,0.5870000000000001,27,2021-01-24 16:00:00
465,LAC,108,h,OKC,1,0,63.4,26,3.3,2,102.0,76.0,38,0.522,0.446,41,0.174,0.75,12,10,4.1,4,0.5,0.304,14,47.4,46,0.545,9.2,10,0.5870000000000001,27,39,0.479,0.442,42,19,0.2,7,51,0.494,0.583,35,2021-01-24 16:00:00
466,ATL,115,a,MIL,0,1,64.3,27,6.7,4,132.5,57.9,22,0.59,0.506,42,0.265,0.773,17,23,8.2,8,0.47,0.359,14,34.2,27,0.62,8.9,9,0.636,28,36,0.604,0.5489999999999999,50,16,0.32299999999999995,10,52,0.627,0.667,40,2021-01-24 20:00:00
467,MIL,129,h,ATL,1,0,64.0,32,4.5,2,118.1,87.8,36,0.604,0.5489999999999999,50,0.297,0.7040000000000001,19,16,4.1,4,0.341,0.32299999999999995,10,65.8,52,0.627,13.5,16,0.667,40,22,0.59,0.506,42,23,0.359,14,27,0.62,0.636,28,2021-01-24 20:00:00
468,CHO,107,a,ORL,1,0,66.7,28,10.2,5,109.3,75.6,34,0.557,0.47700000000000004,42,0.182,0.563,9,17,10.5,10,0.409,0.389,14,50.0,43,0.563,11.2,12,0.5379999999999999,28,32,0.546,0.44799999999999995,39,18,0.447,17,43,0.561,0.449,22,2021-01-24 19:00:00
469,ORL,104,h,CHO,0,1,69.2,27,7.7,4,112.5,78.0,32,0.546,0.44799999999999995,39,0.149,0.6920000000000001,9,18,4.2,4,0.43700000000000006,0.447,17,50.0,43,0.561,13.9,15,0.449,22,34,0.557,0.47700000000000004,42,17,0.389,14,43,0.563,0.5379999999999999,28,2021-01-24 19:00:00
470,NYK,113,a,POR,0,1,51.3,20,0.0,0,124.6,79.1,34,0.523,0.45299999999999996,39,0.29100000000000004,0.92,23,20,9.7,9,0.337,0.414,12,54.7,47,0.5820000000000001,11.0,12,0.474,27,30,0.5720000000000001,0.47,39,16,0.37,17,39,0.623,0.595,22,2021-01-24 22:00:00
471,POR,116,h,NYK,1,0,48.7,19,14.0,8,121.4,69.8,30,0.5720000000000001,0.47,39,0.27699999999999997,0.9129999999999999,21,16,5.4,5,0.5539999999999999,0.37,17,45.3,39,0.623,10.6,11,0.595,22,34,0.523,0.45299999999999996,39,20,0.414,12,47,0.5820000000000001,0.474,27,2021-01-24 22:00:00
472,WAS,101,a,SAS,0,1,59.0,23,7.7,5,120.6,88.4,38,0.5,0.424,39,0.152,0.643,9,14,5.0,5,0.457,0.33299999999999996,14,53.2,50,0.514,12.5,14,0.5,25,39,0.578,0.5,48,14,0.484,15,44,0.6,0.508,33,2021-01-24 20:00:00
473,SAS,121,h,WAS,1,0,56.3,27,10.0,5,100.7,76.5,39,0.578,0.5,48,0.115,0.909,10,14,11.0,11,0.32299999999999995,0.484,15,46.8,44,0.6,7.4,8,0.508,33,38,0.5,0.424,39,14,0.33299999999999996,14,50,0.514,0.5,25,2021-01-24 20:00:00
474,MIA,85,a,BRK,0,1,64.5,20,14.9,7,104.8,86.0,37,0.435,0.369,31,0.20199999999999999,0.706,12,21,3.2,3,0.512,0.256,11,47.9,45,0.465,11.6,12,0.488,20,43,0.465,0.4,34,18,0.289,11,49,0.518,0.489,23,2021-01-25 19:30:00
475,BRK,98,h,MIA,1,0,70.6,24,12.2,5,90.9,84.3,43,0.465,0.4,34,0.259,0.8640000000000001,19,18,6.4,6,0.447,0.289,11,52.1,49,0.518,6.9,7,0.489,23,37,0.435,0.369,31,21,0.256,11,45,0.465,0.488,20,2021-01-25 19:30:00
476,BOS,119,a,CHI,1,0,63.6,28,12.2,6,102.9,80.9,38,0.5920000000000001,0.506,44,0.23,0.8,16,18,9.0,9,0.33299999999999996,0.517,15,51.8,44,0.621,11.1,12,0.5,29,32,0.563,0.466,41,16,0.436,17,41,0.557,0.49,24,2021-01-25 21:00:00
477,CHI,103,h,BOS,0,1,68.3,28,12.1,7,118.9,84.2,32,0.563,0.466,41,0.114,0.4,4,16,4.0,4,0.44299999999999995,0.436,17,48.2,41,0.557,16.3,18,0.49,24,38,0.5920000000000001,0.506,44,18,0.517,15,44,0.621,0.5,29,2021-01-25 21:00:00
478,LAL,115,a,CLE,1,0,50.0,21,10.8,7,114.8,62.5,25,0.54,0.483,42,0.322,0.75,21,23,7.4,7,0.368,0.313,10,47.6,40,0.579,11.6,13,0.5820000000000001,32,29,0.517,0.465,40,25,0.429,9,44,0.564,0.47700000000000004,31,2021-01-25 20:00:00
479,CLE,108,h,LAL,0,1,47.5,19,5.5,3,122.3,65.9,29,0.517,0.465,40,0.256,0.8640000000000001,19,25,8.5,8,0.244,0.429,9,52.4,44,0.564,15.1,17,0.47700000000000004,31,25,0.54,0.483,42,23,0.313,10,40,0.579,0.5820000000000001,32,2021-01-25 20:00:00
480,DEN,117,a,DAL,1,0,62.5,25,7.7,4,120.4,81.4,35,0.601,0.506,40,0.354,0.7859999999999999,22,20,9.6,9,0.44299999999999995,0.429,15,59.0,49,0.6409999999999999,14.9,16,0.568,25,26,0.5539999999999999,0.488,41,22,0.344,11,34,0.598,0.5770000000000001,30,2021-01-25 20:30:00
481,DAL,113,h,DEN,0,1,63.4,26,9.1,4,124.7,65.0,26,0.5539999999999999,0.488,41,0.28600000000000003,0.833,20,22,11.7,11,0.381,0.344,11,41.0,34,0.598,10.4,11,0.5770000000000001,30,35,0.601,0.506,40,20,0.429,15,49,0.6409999999999999,0.568,25,2021-01-25 20:30:00
482,PHI,104,a,DET,0,1,37.5,15,9.4,3,127.4,67.6,23,0.473,0.426,40,0.213,0.75,15,26,12.9,12,0.298,0.321,9,43.4,36,0.506,8.1,9,0.47,31,36,0.621,0.5,35,20,0.447,17,47,0.6859999999999999,0.562,18,2021-01-25 19:00:00
483,DET,119,h,PHI,1,0,62.9,22,9.1,6,111.4,73.5,36,0.621,0.5,35,0.5429999999999999,0.8420000000000001,32,20,6.4,6,0.5429999999999999,0.447,17,56.6,47,0.6859999999999999,17.2,18,0.562,18,23,0.473,0.426,40,26,0.321,9,36,0.506,0.47,31,2021-01-25 19:00:00
484,MIN,108,a,GSW,0,1,66.7,26,8.5,5,126.8,67.4,31,0.457,0.415,39,0.266,0.88,22,28,7.8,8,0.255,0.33299999999999996,8,50.5,47,0.514,14.6,18,0.44299999999999995,31,31,0.573,0.494,44,19,0.467,14,46,0.617,0.508,30,2021-01-25 22:00:00
485,GSW,130,h,MIN,1,0,47.7,21,14.3,10,105.3,66.0,31,0.573,0.494,44,0.41600000000000004,0.757,28,19,12.7,13,0.337,0.467,14,49.5,46,0.617,12.5,15,0.508,30,31,0.457,0.415,39,28,0.33299999999999996,8,47,0.514,0.44299999999999995,31,2021-01-25 22:00:00
486,TOR,114,a,IND,0,1,63.2,24,12.2,6,129.5,78.8,26,0.484,0.409,38,0.29,0.889,24,25,9.0,9,0.409,0.368,14,46.4,39,0.5429999999999999,8.7,10,0.436,24,38,0.59,0.513,40,25,0.414,12,45,0.66,0.5710000000000001,28,2021-01-25 19:00:00
487,IND,129,h,TOR,1,0,65.0,26,14.5,8,114.5,74.5,38,0.59,0.513,40,0.5770000000000001,0.8220000000000001,37,25,5.0,5,0.37200000000000005,0.414,12,53.6,45,0.66,11.7,13,0.5710000000000001,28,26,0.484,0.409,38,25,0.368,14,39,0.5429999999999999,0.436,24,2021-01-25 19:00:00
488,CHO,108,a,ORL,0,1,56.4,22,11.8,6,116.1,75.0,30,0.5,0.43799999999999994,39,0.303,0.7040000000000001,19,20,5.0,5,0.42700000000000005,0.289,11,45.6,41,0.535,12.2,14,0.5489999999999999,28,39,0.585,0.47700000000000004,42,21,0.514,19,49,0.599,0.451,23,2021-01-25 19:00:00
489,ORL,117,h,CHO,1,0,73.8,31,5.9,3,107.2,78.0,39,0.585,0.47700000000000004,42,0.25,0.636,14,21,9.9,10,0.42,0.514,19,54.4,49,0.599,13.3,15,0.451,23,30,0.5,0.43799999999999994,39,20,0.289,11,41,0.535,0.5489999999999999,28,2021-01-25 19:00:00
490,OKC,125,a,POR,1,0,58.1,25,10.5,6,125.5,69.4,34,0.619,0.512,43,0.41700000000000004,0.6,21,19,5.1,5,0.47600000000000003,0.45,18,46.2,43,0.629,7.4,8,0.568,25,35,0.541,0.469,46,23,0.341,14,50,0.569,0.561,32,2021-01-25 22:00:00
491,POR,122,h,OKC,0,1,37.0,17,6.8,3,128.6,79.5,35,0.541,0.469,46,0.214,0.762,16,23,6.2,6,0.418,0.341,14,53.8,50,0.569,6.9,8,0.561,32,34,0.619,0.512,43,19,0.45,18,43,0.629,0.568,25,2021-01-25 22:00:00
492,LAC,99,a,ATL,0,1,63.9,23,7.4,4,114.2,78.6,33,0.449,0.40399999999999997,36,0.247,0.8640000000000001,19,19,11.6,11,0.292,0.308,8,50.0,46,0.502,10.8,12,0.444,28,37,0.525,0.46299999999999997,37,17,0.385,10,46,0.593,0.5,27,2021-01-26 19:30:00
493,ATL,108,h,LAC,1,0,54.1,20,14.3,9,104.7,74.0,37,0.525,0.46299999999999997,37,0.313,0.96,24,17,7.4,7,0.325,0.385,10,50.0,46,0.593,13.3,14,0.5,27,33,0.449,0.40399999999999997,36,19,0.308,8,46,0.502,0.444,28,2021-01-26 19:30:00
494,WAS,88,a,HOU,0,1,57.6,19,5.9,3,105.1,82.6,38,0.423,0.39299999999999996,33,0.27399999999999997,0.7390000000000001,17,22,6.9,7,0.31,0.192,5,52.7,49,0.467,17.5,20,0.483,28,36,0.489,0.42,37,17,0.324,12,44,0.531,0.49,25,2021-01-26 20:00:00
495,HOU,107,h,WAS,1,0,43.2,16,6.9,4,86.5,76.6,36,0.489,0.42,37,0.33,0.7240000000000001,21,17,12.8,13,0.42,0.324,12,47.3,44,0.531,11.4,13,0.49,25,38,0.423,0.39299999999999996,33,22,0.192,5,49,0.467,0.483,28,2021-01-26 20:00:00
496,NYK,94,a,UTA,0,1,41.7,15,9.1,4,121.1,67.3,35,0.494,0.434,36,0.205,0.706,12,21,6.7,6,0.325,0.37,10,45.4,44,0.519,10.8,11,0.46399999999999997,26,36,0.484,0.402,37,14,0.313,15,53,0.531,0.5,22,2021-01-26 21:00:00
497,UTA,108,h,NYK,1,0,64.9,24,8.9,5,105.4,80.0,36,0.484,0.402,37,0.239,0.8640000000000001,19,14,6.7,6,0.522,0.313,15,54.6,53,0.531,5.6,6,0.5,22,35,0.494,0.434,36,21,0.37,10,44,0.519,0.46399999999999997,26,2021-01-26 21:00:00
498,BRK,132,a,ATL,1,0,55.8,29,16.4,10,129.8,67.6,25,0.5870000000000001,0.531,52,0.204,0.85,17,25,7.1,7,0.327,0.344,11,49.3,36,0.618,7.8,9,0.621,41,0,0.5479999999999999,0.545,6,4,0.2,1,3,0.602,0.833,5,2021-01-27 19:30:00
499,ATL,128,h,BRK,0,1,64.4,4,10.6,0,133.9,69.4,0,0.5479999999999999,0.545,6,0.298,0.75,3,4,3.0,2,0.35100000000000003,0.2,1,50.7,3,0.602,7.8,1,0.833,5,25,0.5870000000000001,0.531,52,25,0.344,11,36,0.618,0.621,41,2021-01-27 19:30:00
500,IND,116,a,CHO,1,0,75.6,34,17.3,9,112.8,76.6,36,0.602,0.511,45,0.136,0.833,10,19,1.1,1,0.455,0.4,16,54.7,47,0.622,11.4,12,0.604,29,28,0.483,0.41100000000000003,37,14,0.342,13,39,0.534,0.462,24,2021-01-27 19:00:00
501,CHO,106,h,IND,0,1,75.7,28,6.3,3,123.4,71.8,28,0.483,0.41100000000000003,37,0.233,0.905,19,14,3.2,3,0.42200000000000004,0.342,13,45.3,39,0.534,10.0,11,0.462,24,36,0.602,0.511,45,19,0.4,16,47,0.622,0.604,29,2021-01-27 19:00:00
502,DET,107,a,CLE,0,1,78.4,29,7.6,5,120.1,77.1,27,0.518,0.451,37,0.354,0.759,22,21,6.9,7,0.32899999999999996,0.40700000000000003,11,51.9,40,0.565,18.8,22,0.473,26,29,0.603,0.54,47,22,0.524,11,37,0.628,0.545,36,2021-01-27 19:00:00
503,CLE,122,h,DET,1,0,51.1,24,12.7,7,105.4,69.0,29,0.603,0.54,47,0.264,0.7390000000000001,17,22,13.8,14,0.24100000000000002,0.524,11,48.1,37,0.628,14.1,16,0.545,36,27,0.518,0.451,37,21,0.40700000000000003,11,40,0.565,0.473,26,2021-01-27 19:00:00
504,MIN,111,a,GSW,0,1,62.2,23,13.7,7,118.5,71.8,28,0.506,0.425,37,0.379,0.6970000000000001,23,22,11.6,12,0.414,0.389,14,45.9,39,0.547,14.3,17,0.451,23,35,0.618,0.529,45,28,0.441,15,46,0.647,0.588,30,2021-01-27 22:00:00
505,GSW,123,h,MIN,1,0,71.1,32,9.8,5,107.0,76.1,35,0.618,0.529,45,0.271,0.7829999999999999,18,28,10.6,11,0.4,0.441,15,54.1,46,0.647,18.1,21,0.588,30,28,0.506,0.425,37,22,0.389,14,39,0.547,0.451,23,2021-01-27 22:00:00
506,DEN,109,a,MIA,1,0,69.0,29,11.4,4,87.4,86.0,37,0.5329999999999999,0.457,42,0.12,1.0,11,12,14.9,14,0.467,0.326,14,56.3,49,0.563,11.8,13,0.5710000000000001,28,32,0.456,0.375,30,13,0.289,13,38,0.483,0.486,17,2021-01-27 19:30:00
507,MIA,82,h,DEN,0,1,80.0,24,6.1,3,116.1,72.7,32,0.456,0.375,30,0.138,0.818,9,13,6.4,6,0.563,0.289,13,43.7,38,0.483,15.9,16,0.486,17,37,0.5329999999999999,0.457,42,12,0.326,14,49,0.563,0.5710000000000001,28,2021-01-27 19:30:00
508,WAS,106,a,NOP,0,1,78.4,29,4.3,2,125.9,70.0,28,0.473,0.402,37,0.228,0.905,19,20,11.2,11,0.413,0.342,13,43.8,39,0.524,9.8,11,0.444,24,38,0.612,0.517,46,17,0.395,17,50,0.623,0.63,29,2021-01-27 21:00:00
509,NOP,124,h,WAS,1,0,58.7,27,7.4,4,107.6,77.6,38,0.612,0.517,46,0.27,0.625,15,17,7.1,7,0.483,0.395,17,56.2,50,0.623,12.3,14,0.63,29,28,0.473,0.402,37,20,0.342,13,39,0.524,0.444,24,2021-01-27 21:00:00
510,SAC,121,a,ORL,1,0,66.7,30,4.3,3,109.2,66.0,33,0.565,0.489,45,0.28300000000000003,0.654,17,18,8.2,8,0.359,0.424,14,51.5,50,0.585,12.7,15,0.525,31,30,0.469,0.41700000000000004,40,23,0.385,10,47,0.515,0.429,30,2021-01-27 19:00:00
511,ORL,107,h,SAC,0,1,62.5,25,13.6,8,123.4,63.8,30,0.469,0.41700000000000004,40,0.188,0.9440000000000001,17,23,8.2,8,0.271,0.385,10,48.5,47,0.515,11.9,14,0.429,30,33,0.565,0.489,45,18,0.424,14,50,0.585,0.525,31,2021-01-27 19:00:00
512,LAL,106,a,PHI,0,1,48.8,20,3.3,2,108.7,81.6,31,0.523,0.47700000000000004,41,0.29100000000000004,0.64,16,20,5.1,5,0.27899999999999997,0.33299999999999996,8,49.3,37,0.546,10.2,11,0.532,33,31,0.535,0.48200000000000004,41,24,0.36,9,38,0.555,0.5329999999999999,32,2021-01-27 19:30:00
513,PHI,107,h,LAL,1,0,58.5,24,11.3,7,107.7,83.8,31,0.535,0.48200000000000004,41,0.306,0.615,16,24,10.2,10,0.294,0.36,9,50.7,38,0.555,10.2,11,0.5329999999999999,32,31,0.523,0.47700000000000004,41,20,0.33299999999999996,8,37,0.546,0.532,33,2021-01-27 19:30:00
514,OKC,102,a,PHO,1,0,55.3,21,15.4,8,96.6,82.7,43,0.541,0.447,38,0.165,0.7140000000000001,10,19,7.0,7,0.47100000000000003,0.4,16,49.5,48,0.5589999999999999,13.3,14,0.489,22,40,0.45799999999999996,0.379,36,16,0.349,15,49,0.484,0.40399999999999997,21,2021-01-27 21:00:00
515,PHO,97,h,OKC,0,1,52.8,19,6.7,3,101.6,88.9,40,0.45799999999999996,0.379,36,0.126,0.833,10,16,7.0,7,0.45299999999999996,0.349,15,50.5,49,0.484,11.5,13,0.40399999999999997,21,43,0.541,0.447,38,19,0.4,16,48,0.5589999999999999,0.489,22,2021-01-27 21:00:00
516,BOS,106,a,SAS,0,1,35.7,15,7.4,4,112.5,74.3,26,0.48,0.429,42,0.14300000000000002,0.857,12,14,10.2,10,0.306,0.33299999999999996,10,45.9,39,0.509,8.8,10,0.47100000000000003,32,37,0.61,0.561,46,16,0.28600000000000003,8,46,0.618,0.7040000000000001,38,2021-01-27 20:30:00
517,SAS,110,h,BOS,1,0,47.8,22,5.9,4,108.4,74.0,37,0.61,0.561,46,0.195,0.625,10,16,5.1,5,0.341,0.28600000000000003,8,54.1,46,0.618,17.6,19,0.7040000000000001,38,26,0.48,0.429,42,14,0.33299999999999996,10,39,0.509,0.47100000000000003,32,2021-01-27 20:30:00
518,MIL,115,a,TOR,1,0,75.0,30,7.7,3,107.8,81.8,45,0.516,0.43,40,0.28,0.731,19,14,9.0,9,0.473,0.364,16,56.2,59,0.551,11.8,14,0.49,24,36,0.521,0.40399999999999997,38,20,0.4,22,46,0.544,0.41,16,2021-01-27 19:30:00
519,TOR,108,h,MIL,0,1,68.4,26,16.3,8,114.8,72.0,36,0.521,0.40399999999999997,38,0.128,0.833,10,20,8.0,8,0.585,0.4,22,43.8,46,0.544,10.0,11,0.41,16,45,0.516,0.43,40,14,0.364,16,59,0.551,0.49,24,2021-01-27 19:30:00
520,DAL,104,a,UTA,0,1,52.4,22,14.0,7,120.4,74.4,32,0.527,0.462,42,0.099,0.889,8,12,4.2,4,0.385,0.34299999999999997,12,41.9,36,0.5479999999999999,7.8,8,0.536,30,39,0.5489999999999999,0.462,42,18,0.39,16,50,0.579,0.52,26,2021-01-27 21:00:00
521,UTA,116,h,DAL,1,0,47.6,20,12.5,7,107.9,90.7,39,0.5489999999999999,0.462,42,0.231,0.762,16,18,7.3,7,0.451,0.39,16,58.1,50,0.579,8.2,9,0.52,26,32,0.527,0.462,42,12,0.34299999999999997,12,36,0.5479999999999999,0.536,30,2021-01-27 21:00:00
522,LAL,92,a,DET,0,1,69.4,25,5.9,3,117.3,86.5,32,0.47700000000000004,0.409,36,0.136,0.667,8,16,2.2,2,0.318,0.429,12,53.7,44,0.493,10.5,11,0.4,24,33,0.54,0.46,40,18,0.389,14,38,0.5770000000000001,0.51,26,2021-01-28 20:00:00
523,DET,107,h,LAL,1,0,67.5,27,3.3,2,100.9,73.3,33,0.54,0.46,40,0.149,1.0,13,18,4.4,4,0.414,0.389,14,46.3,38,0.5770000000000001,7.9,8,0.51,26,32,0.47700000000000004,0.409,36,16,0.429,12,44,0.493,0.4,24,2021-01-28 20:00:00
524,POR,101,a,HOU,0,1,41.0,16,16.3,7,105.2,79.6,39,0.511,0.419,39,0.086,0.75,6,16,6.1,6,0.441,0.415,17,51.0,49,0.523,13.5,15,0.423,22,37,0.494,0.42200000000000004,38,12,0.27699999999999997,13,47,0.531,0.581,25,2021-01-28 19:30:00
525,HOU,104,h,POR,1,0,50.0,19,13.5,7,102.1,78.7,37,0.494,0.42200000000000004,38,0.2,0.833,15,12,8.1,8,0.522,0.27699999999999997,13,49.0,47,0.531,11.7,13,0.581,25,39,0.511,0.419,39,16,0.415,17,49,0.523,0.423,22,2021-01-28 19:30:00
526,LAC,109,a,MIA,1,0,61.1,22,7.0,4,108.2,84.0,42,0.511,0.414,36,0.253,0.909,20,20,11.3,11,0.483,0.405,17,55.0,55,0.564,11.0,12,0.42200000000000004,19,37,0.517,0.444,40,18,0.39399999999999996,13,45,0.5429999999999999,0.474,27,2021-01-28 20:00:00
527,MIA,105,h,LAC,0,1,60.0,24,2.2,1,112.3,74.0,37,0.517,0.444,40,0.16699999999999998,0.8,12,18,5.2,5,0.36700000000000005,0.39399999999999996,13,45.0,45,0.5429999999999999,11.9,13,0.474,27,42,0.511,0.414,36,20,0.405,17,55,0.564,0.42200000000000004,19,2021-01-28 20:00:00
528,GSW,93,a,PHO,0,1,55.3,21,1.8,1,112.2,80.0,36,0.439,0.384,38,0.081,0.75,6,19,7.9,8,0.384,0.289,11,45.7,48,0.45399999999999996,11.3,13,0.44299999999999995,27,48,0.528,0.466,41,14,0.344,11,57,0.581,0.536,30,2021-01-28 22:00:00
529,PHO,114,h,GSW,1,0,82.9,34,1.6,1,91.5,80.0,48,0.528,0.466,41,0.261,0.9129999999999999,21,14,6.9,7,0.364,0.344,11,54.3,57,0.581,12.5,14,0.536,30,36,0.439,0.384,38,19,0.289,11,48,0.45399999999999996,0.44299999999999995,27,2021-01-28 22:00:00
530,IND,105,a,CHO,0,1,71.4,30,8.3,4,111.9,76.9,30,0.546,0.483,42,0.149,0.769,10,13,7.2,7,0.402,0.314,11,48.1,39,0.5660000000000001,14.7,16,0.596,31,33,0.6,0.506,43,13,0.43200000000000005,16,42,0.607,0.562,27,2021-01-29 19:00:00
531,CHO,108,h,IND,1,0,81.4,35,9.6,5,108.7,78.6,33,0.6,0.506,43,0.106,0.667,6,13,7.2,7,0.435,0.43200000000000005,16,51.9,42,0.607,16.0,17,0.562,27,30,0.546,0.483,42,13,0.314,11,39,0.5660000000000001,0.596,31,2021-01-29 19:00:00
532,PHI,118,a,MIN,1,0,51.3,20,12.2,6,93.4,90.7,39,0.494,0.44799999999999995,39,0.43700000000000006,0.8420000000000001,32,17,10.9,11,0.184,0.5,8,57.3,51,0.569,8.8,10,0.43700000000000006,31,34,0.488,0.42700000000000005,35,29,0.303,10,38,0.523,0.51,25,2021-01-29 20:00:00
533,MIN,94,h,PHI,0,1,57.1,20,5.6,4,117.2,73.9,34,0.488,0.42700000000000005,35,0.22,0.778,14,29,3.0,3,0.402,0.303,10,42.7,38,0.523,16.7,18,0.51,25,39,0.494,0.44799999999999995,39,17,0.5,8,51,0.569,0.43700000000000006,31,2021-01-29 20:00:00
534,MIL,126,a,NOP,0,1,60.4,29,10.4,5,127.2,75.5,37,0.568,0.5,48,0.22899999999999998,0.773,17,19,4.9,5,0.365,0.371,13,52.1,49,0.596,10.2,12,0.574,35,33,0.578,0.469,45,16,0.43799999999999994,21,45,0.605,0.5,24,2021-01-29 19:30:00
535,NOP,131,h,MIL,1,0,71.1,32,4.9,3,122.4,73.3,33,0.578,0.469,45,0.292,0.7140000000000001,20,16,6.8,7,0.5,0.43799999999999994,21,47.9,45,0.605,7.7,9,0.5,24,37,0.568,0.5,48,19,0.371,13,49,0.596,0.574,35,2021-01-29 19:30:00
536,CLE,81,a,NYK,0,1,51.7,15,9.4,5,114.9,78.4,29,0.39299999999999996,0.345,29,0.214,0.833,15,20,9.0,8,0.31,0.308,8,51.2,43,0.441,13.2,14,0.36200000000000004,21,33,0.55,0.488,39,24,0.37,10,41,0.586,0.547,29,2021-01-29 19:30:00
537,NYK,102,h,CLE,1,0,51.3,20,10.3,6,91.2,70.2,33,0.55,0.488,39,0.2,0.875,14,24,9.0,8,0.33799999999999997,0.37,10,48.8,41,0.586,13.0,13,0.547,29,29,0.39299999999999996,0.345,29,20,0.308,8,43,0.441,0.36200000000000004,21,2021-01-29 19:30:00
538,BRK,147,a,OKC,1,0,57.9,33,8.3,4,118.4,87.0,40,0.665,0.57,57,0.16,0.875,14,25,6.6,7,0.45,0.42200000000000004,19,58.1,50,0.687,9.3,11,0.691,38,30,0.5579999999999999,0.465,40,12,0.42100000000000004,16,36,0.619,0.5,24,2021-01-29 20:00:00
539,OKC,125,h,BRK,0,1,57.5,23,7.3,4,139.3,75.0,30,0.5579999999999999,0.465,40,0.395,0.853,29,12,3.8,4,0.442,0.42100000000000004,16,41.9,36,0.619,10.6,12,0.5,24,40,0.665,0.57,57,25,0.42200000000000004,19,50,0.687,0.691,38,2021-01-29 20:00:00
540,LAC,116,a,ORL,1,0,54.3,25,8.9,5,90.7,76.9,40,0.5589999999999999,0.489,46,0.11699999999999999,1.0,11,15,8.1,8,0.39399999999999996,0.35100000000000003,13,50.0,49,0.5870000000000001,10.0,11,0.579,33,37,0.41600000000000004,0.36,32,12,0.303,10,49,0.46399999999999997,0.39299999999999996,22,2021-01-29 20:00:00
541,ORL,90,h,LAC,0,1,62.5,20,3.5,2,116.9,80.4,37,0.41600000000000004,0.36,32,0.20199999999999999,0.889,16,12,6.0,6,0.371,0.303,10,50.0,49,0.46399999999999997,14.9,17,0.39299999999999996,22,40,0.5589999999999999,0.489,46,15,0.35100000000000003,13,49,0.5870000000000001,0.579,33,2021-01-29 20:00:00
542,DEN,109,a,SAS,0,1,61.0,25,8.6,5,126.5,76.9,30,0.615,0.526,41,0.256,0.65,13,15,8.5,8,0.397,0.452,14,47.4,37,0.628,14.7,15,0.574,27,32,0.605,0.5429999999999999,44,18,0.435,10,41,0.644,0.586,34,2021-01-29 20:30:00
543,SAS,119,h,DEN,1,0,65.9,29,2.1,1,115.9,82.1,32,0.605,0.5429999999999999,44,0.321,0.8079999999999999,21,18,8.5,8,0.284,0.435,10,52.6,41,0.644,11.5,12,0.586,34,30,0.615,0.526,41,15,0.452,14,37,0.628,0.574,27,2021-01-29 20:30:00
544,SAC,126,a,TOR,1,0,72.1,31,9.3,5,124.0,69.2,27,0.654,0.551,43,0.397,0.774,24,25,7.0,7,0.462,0.444,16,52.1,38,0.687,19.4,22,0.643,27,23,0.564,0.488,42,27,0.406,13,35,0.617,0.537,29,2021-01-29 19:30:00
545,TOR,124,h,SAC,0,1,47.6,20,4.8,2,126.0,67.6,23,0.564,0.488,42,0.384,0.818,27,27,14.0,14,0.37200000000000005,0.406,13,47.9,35,0.617,13.0,15,0.537,29,27,0.654,0.551,43,25,0.444,16,38,0.687,0.643,27,2021-01-29 19:30:00
546,DAL,101,a,UTA,0,1,54.1,20,10.3,4,124.3,65.3,32,0.483,0.43,37,0.314,0.667,18,27,6.2,6,0.384,0.273,9,41.7,40,0.516,10.1,11,0.528,28,39,0.552,0.43700000000000006,38,25,0.41700000000000004,20,56,0.61,0.462,18,2021-01-29 22:00:00
